C/R,Product,Application,DTS #,Description,Status (6.07),Pri,Ass'd DTSs,Releases,PP Pack,Programs,Date Checked,6.07 Chg #,Due Date,To Be Shipped (6.07),Shipping Test,Shipping Live,LSS,CCD,MU2,Resp App,Comments
,CS,MIS,17299,Add ability to suppress events for the ITI-44 generator,Completed,3,,"6.0C, 6.07C",,"MIS.XML.UTIL.xo.format.iti.44, MIS.XO.MSG.GEN.ee.xo.msg.parameters.xml",1/22/2015,MIS 2087,11/20/2014,,Y,Y,,Y,,,
,CS,MIS,17310,CDA: Rework of Opt Out Query and Patient Confidential flag,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XML.PARAMS.ee, MIS.XML.PROFILE.ee, MIS.XML.PROTO.init, MIS.XML.UTIL.ee.cda.configuration.oids, MIS.XML.UTIL.intent, MIS.XML.UTIL.log.cda, MIS.XML.UTIL.patient.conf.check, MIS.XML.UTIL.patient.opt.out.check, MIS.XML.UTIL.pt.opt.out.and.conf.checks, MIS.XML.UTIL.queue.direct.email, MIS.XML.UTIL.test.start.get.chart, MIS.XML.UTIL.xo.format.iti.41, MIS.XML.UTIL.xo.format.smtp, MIS.XO.MSG.GEN.ee, MIS.XO.MSG.GEN.ee.xo.msg.parameters.xml, MIS.XO.MSG.GEN.ee.xo.msg.parameters.xml.ovid",1/22/2015,MIS 1997,9/18/2014,,Y,Y,,Y,,,
,CS,MIS,17324,IHE ITI: OID & Patient Identifier Vendor Flexibility (ITI-41),Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XML.PROTO.init, MIS.XML.UTIL.format.xd.metadata, MIS.XML.UTIL.get.cda.guid, MIS.XML.UTIL.pt.id.params, MIS.XML.UTIL.pt.id.values, MIS.XML.UTIL.xo.format.iti.41, MIS.XML.UTIL.xo.format.smtp",1/22/2015,MIS 1998,9/18/2014,,Y,Y,,Y,,,
,CS,MIS,17326,CS MIS 12640 change didn't carry over for MIS.X.OBJECT.file,Submitted,3,,6.07S,,,1/22/2015,,,,,,,,,,
,CS,MIS,17328,CDA: XML Profile Parameters cannot be facility specific,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XIO.ehr.build.cda.data, MIS.XML.PARAMS.ee, MIS.XML.PROFILE.ee, MIS.XML.PROFILE.ee.facility, MIS.XML.PROFILE.ee.multi, MIS.XML.PROFILE.param.value, ~.tool.box.infce.xml",1/22/2015,MIS 1999,9/18/2014,,Y,Y,,Y,,,
,CS,MIS,17331,INFCE: Improve performance for the MIS.XO.MSG.GEN.check.filters procedure,Submitted,3,,"6.06S, 6.07S, 6.13S",,,1/22/2015,,,,,,,,,,
,CS,MIS,17353,CDA: Restrict incomplete CCDs from counting towards the MU2 measure,Completed,3,Y,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,"MIS.XIO.ehr.build.cda.data, MIS.XML.PROTO.init, MIS.XML.UTIL.archive.cda, MIS.XML.UTIL.archive.cda.guts, MIS.XML.UTIL.format.cda, MIS.XML.UTIL.log.cda, MIS.XML.UTIL.test.view.cda.archive, MIS.XML.UTIL.xo.format.iti.41, MIS.XML.UTIL.xo.format.smtp",1/22/2015,MIS 2080,11/20/2014,,Y,Y,,Y,,,
,CS,MIS,17359,Cannot Map when multiple vset versions for a msg gen in use for same vset,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,MIS.XIO.map2,1/22/2015,MIS 2144,3/19/2015,Y,,,,,,,
,CS,MIS,17372,SYND: Add seconds to MSH|7 (6.0),Completed,3,,"6.0C, 6.07C",,MIS.XIO.xo.format.synd.surv.hl7,1/22/2015,MIS 2000,9/18/2014,,Y,Y,,,Y,,
,CS,MIS,17374,INFCE - Introduce method to note custom obejct details within CCD messages,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XML.UTIL.build.object,1/22/2015,MIS 2133,1/15/2015,,Y,Y,,Y,,,
,CS,MIS,17377,INFCE: MU2 SYND Interface: OBX|6.1.2 not populated for some queries as req,Completed,3,,"6.0C, 6.07C",,MIS.XIO.xo.format.synd.surv.hl7,1/22/2015,MIS 2001,9/18/2014,,Y,Y,,,Y,,
,CS,MIS,17380,EDI 271 - Add NPR number to M-AT list,6.1-Submitted,3,,"6.1S, 6.12S, 6.13S, 6.14S, 6.15S",,,1/22/2015,,,,,,Y,,,,
,CS,MIS,17381,INFCE: Send trigger event in EVN|1 for Syndromic Surveillance (6.1),6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.focus.reg.to.hl7.synd,1/22/2015,,9/18/2014,,,,,,Y,,
,CS,MIS,17387,Add hook program for EDI 270,6.1-Submitted,3,,"6.1S, 6.12S, 6.13S, 6.14S, 6.15S",,,1/22/2015,,,,,,,,,,
,CS,MIS,17404,SYND: Add seconds to MSH|7 (6.1),6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.focus.reg.to.hl7.synd,1/22/2015,,9/18/2014,,,,,,Y,,
,CS,MIS,17408,CCD: Get the Care Team from the specified visit,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",1/22/2015,MIS 2025,10/16/2014,,Y,Y,,Y,,,
,CS,MIS,17418,IHE ITI: OID & Patient Identifier Vendor Flexibility (ITI-44 & ITI-45),Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S, 6.15S",,,1/22/2015,,,,,,,,,,
,CS,MIS,17420,Memory Leak: SOAP Parse Program,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XML.UTIL.soap.parse,1/22/2015,MIS 1965,9/18/2014,,Y,Y,,Y,,,
,CS,MIS,17431,INFCE: Inbound ITI.RT.DIR messages are not returning errors,Draft,3,,"6.0D, 6.07D, 6.1D, 6.13D, 6.14D, 6.15D",,"MIS.XML.UTIL.xi.file.iti.41, MIS.XML.UTIL.xi.file.iti.42",1/22/2015,,5/21/2015,,,,,Y,,,
,CS,MIS,17450,CCD Language Code looks towards Registration Field,6.1-Completed,3,Y,"6.1C, 6.13C, 6.14C, 6.15C",,"MIS.X.DICT.MAP.ee, MIS.X.DICT.MAP.id, MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.cda.hook.points, MIS.XML.UTIL.format.cda",1/22/2015,,9/18/2014,,,,,Y,,,
,CS,MIS,17454,Insync Soundex Query search does not work with middle initial in 6.1 releases,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.hl7.dispatch.filers.insync,1/22/2015,,11/20/2014,,,,,,,,
,CS,MIS,17466,"ARRA II: Introduce ""Suppress Multiple SPM"" Generator parameter",Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XO.MSG.GEN.ee.mpg.driver.lab,1/22/2015,MIS 2038,10/16/2014,,Y,Y,,,Y,,
,CS,MIS,17471,INFCE: Importing a CCD will crash if the column width is not numeric (ie.1px),Completed,3,,"6.0C, 6.07C, 6.13C, 6.14C",,MIS.XI.MSG.html.2.mtdd,1/22/2015,MIS 1980,9/18/2014,,Y,Y,,Y,,,
,CS,MIS,17494,CDA: Accounts Skipped if Account and Patient DocTypes are on same GetChart Msg,6.1-Completed,3,,"6.1C, 6.15C",,MIS.XIO.ehr.build.cda.data,1/22/2015,,11/20/2014,,,,,Y,,,
,CS,MIS,17499,Allow MT/MTB users access Interface Manager routines after DDP 15164,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.PROCESS.im.view, MIS.XIO.im.infce.change.status, MIS.XIO.im.tbl.inf",1/22/2015,MIS 2110,12/18/2014,,Y,Y,,,,,
,CS,MIS,17560,Home Care EMR # and MR # query searches are failing in 6.1,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XIO.hl7.dispatch.filers.insync, MIS.XIO.hl7.dispatch.filers.maestro, MIS.XIO.xi.query.hl7.focus",1/22/2015,,11/20/2014,,,,,,,,
,CS,MIS,17587,CCD: Email Subject not XML encoded,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XML.UTIL.format.xd.metadata,1/22/2015,MIS 2039,12/18/2014,,Y,Y,,Y,,,
,CS,MIS,17591,"PT monitor interface: retry queue may get stuck on hard error, 6.1x only",6.1-Completed,3,Y,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XI.MSG.FILR.driver.foc.bilingual,1/22/2015,,9/18/2014,,,,,,,,
,CS,MIS,17604,SYND: Admit Reason Dx should be sent for all patient classes in PV2,Queued,3,,"6.0Q, 6.07Q",,MIS.XIO.xo.format.get.all.appl.data,1/22/2015,,3/19/2015,,,,,,Y,,
,CS,MIS,17616,Blank inbound CCD fields crashing EMREXTDATA inbox connection,Submitted,3,,6.07S,,,1/22/2015,,,,,,,Y,,,
,CS,MIS,17619,INFCE: Include Insurance in Syndromic Surveillance in IN1 segment,Draft,3,,"6.0D, 6.07D",,"MIS.XIO.xo.format.synd.surv.hl7, MIS.XO.MSG.GEN.ee.public.hlth.msg.parameters",1/22/2015,,5/21/2015,,,,,,Y,,
,CS,MIS,17629,Back out portion of CS MIS 17471,Completed,3,Y,"6.0C, 6.07C, 6.13C, 6.14C",,MIS.XI.MSG.html.2.mtdd,1/22/2015,MIS 2016,10/16/2014,,Y,Y,,Y,,,
,CS,MIS,17638,INFCE: Batch msgs with FHS seg FAIL-SEND for invalid ack in HL7 delivery code,Draft,3,,"6.0D, 6.07D, 6.1D, 6.13D, 6.14D, 6.15D",,MIS.X.DEL.TYPE.del.hl7mp,1/22/2015,,6/18/2015,,,,,,,,
,CS,MIS,17639,INFCE: EDI 5010 Interface - 270 msgs - EQ|1 should be 30 and not 1,Completed,3,,"6.0C, 6.07C",,MIS.EDI.xo.format.ansi.270.5010,1/22/2015,MIS 2108,12/18/2014,,Y,Y,,,,,
,CS,MIS,17647,INFCE: MIS Unit dictionary to support antibiotic text,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.X.DICT.MAP.ee, MIS.X.DICT.MAP.id, MIS.X.DICT.MAP.load.dict.values, MIS.X.MSG.TYPE.ee.hook.points2, MIS.X.UNIT.ee, MIS.X.UNIT.init, MIS.XIO.vset.map.2.flds",1/22/2015,MIS 2091,11/20/2014,,Y,Y,,Y,,,
,CS,MIS,17657,MPM Connections: convert MPM => EMR filer from Inbox/Outbox to bilingual,Completed,3,Y,"6.0C, 6.07C",,"MIS.XI.MSG.FILR.mpm.to.mat.bilingual, MIS.XIO.init.mpm",1/22/2015,MIS 2120,12/18/2014,,Y,Y,,,,,
,CS,MIS,17682,INFCE: ITI Wizard to setup profiles with a default implementation,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,"MIS.XML.PROFILE.ee, MIS.XML.PROFILE.ee.metadata, MIS.XML.PROFILE.ee.multi, MIS.XML.PROFILE.init.profiles, MIS.XML.UTIL.cda.wizard, MIS.XML.UTIL.iti.wizard",1/22/2015,MIS 2145,12/18/2014,Y,,,,Y,,,
,CS,MIS,17687,INFCE: MU2 SYND Interface: Add Country to PID|11.1.6,Submitted,3,,6.07S,,,1/22/2015,,,,,,,,Y,,
,CS,MIS,17688,CCD: Encounter Diagnosis Section Should Not Format for Every Encounter,Completed,3,Y,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",1/22/2015,MIS 2059,1/15/2015,,Y,Y,,Y,,,
,CS,MIS,17702,INFCE - RLS Event queued on DIRECT and VIEW intent types,Submitted,3,,"6.07S, 6.13S",,,1/22/2015,,,,,,,Y,,,
,CS,MIS,17713,Insync: ADT Ack message to Insync are not formatted correctly,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.hl7.dispatch.filers.insync,1/22/2015,,1/15/2015,,,,,,,,
,CS,MIS,17716,"INFCE: SYND.SURV - Clinical impressions always hardcoded to ""F"" in DG1|6",Submitted,3,,6.07S,,,1/22/2015,,,,,,,,,,
,CS,MIS,17718,EDI 271 message stuck in READING if no TRN* segment,6.1-Submitted,3,,"6.1S, 6.13S, 6.14S, 6.15S",,,1/22/2015,,,,,,,,,,
,CS,MIS,17725,Bilingual transforms: driver unable to open prefixes to appls other than MIS,Completed,3,Y,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,MIS.XI.MSG.FILR.driver.foc.bilingual,1/22/2015,MIS 2119,1/15/2015,,Y,Y,,,,,
,CS,MIS,17726,INFCE: CCD Date and time for BMI should be grabbed from the Queries section,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.ehr.build.cda.data,1/22/2015,MIS 2060,1/15/2015,,Y,Y,,Y,,,
,CS,MIS,17727,Additional Changes to Cancer CDA/CCD,6.1-Completed,3,,"6.1C, 6.15C",,MIS.XIO.ehr.build.cda.data,1/22/2015,,,,,,,Y,,,
,CS,MIS,17756,Reduce Repetitive Event Logging for Delivery Services,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S",,,1/22/2015,,,,,,,,,,
,CS,MIS,17766,INFCE: MPM wizard should set up OmOrdMpmOv-XXX instances for all active facs,Queued,3,,"6.0Q, 6.07Q",,MIS.XIO.init.mpm,1/22/2015,,3/19/2015,,,,,,,,
,CS,MIS,17768,Syndromic interface does not allow to exclude by facility for multi fac sites,Submitted,3,,6.07S,,,1/22/2015,,,,,,,,Y,,
,CS,MIS,17769,"HC: Insync in pat QRY can have an error for fac not in MSH|6, should be QRD|10",6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.hl7.dispatch.filers.insync,1/22/2015,,1/15/2015,,,,,,,,
,CS,MIS,17770,CCD: Fix CDA Compile Sub Line and Shorten Sub Line for Archive &Start Get Chrt,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,"MIS.X.DEL.SVC.file.msg.inbox, MIS.XML.UTIL.archive.cda, MIS.XML.UTIL.start.get.chart",1/22/2015,MIS 2151,3/19/2015,Y,,,,Y,,,
R,CS,MIS,17771,INFCE: CCD - Opt Out Query changes will break current implementations,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XML.UTIL.patient.opt.out.check,1/22/2015,MIS 2101,1/15/2015,,Y,Y,,Y,,,
,CS,MIS,17780,"INFCE: Add ""Incld OBX-8 if Normal"" parameter and abn flag to MIS Unit Init",Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,"MIS.X.UNIT.init, MIS.XO.MSG.GEN.ee.mpg.driver.lab",1/22/2015,MIS 2123,12/18/2014,,Y,Y,,,Y,,
,CS,MIS,17788,XDR inbound: unable to receive message when not receiving MIME boundaries,Testing,3,,"6.0T, 6.07T, 6.1T, 6.13T, 6.14T, 6.15T",,"MIS.XIO.service.http, MIS.XML.UTIL.soap.validate.request, MIS.XML.UTIL.xi.file.iti.41.direct, MIS.XML.UTIL.xo.format.iti.41, MIS.XML.UTIL.xo.format.iti.41.response",1/22/2015,,5/21/2015,,,,,Y,,,
,CS,MIS,17793,Misspelling of LOINC for MIC Organism Type,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cancer.cda, MIS.XML.UTIL.format.cda",1/22/2015,MIS 2154,1/15/2015,Y,,,,Y,,,
,CS,MIS,17805,"INFCE: CCD sends ""UNK"" for Problem high value",Draft,3,,"6.0D, 6.07D, 6.1D, 6.13D, 6.14D, 6.15D",,"MIS.XML.UTIL.format.cancer.cda, MIS.XML.UTIL.format.cda",1/22/2015,,6/18/2015,,,,,Y,,,
,CS,MIS,17812,INFCE: Populate Syndromic Interface with PR1|3.1 - PR1|3.3,Submitted,3,,6.07S,,,1/22/2015,,,,,,,,Y,,
,CS,MIS,17838,INFCE: XDR Direct Email Body Parsing,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,"MIS.X.DEL.TYPE.del.http, MIS.XIO.im.msg.view, MIS.XML.UTIL.mime.parse, MIS.XML.UTIL.xi.file.iti.41, MIS.XML.UTIL.xi.file.iti.41.direct, MIS.XML.UTIL.xi.file.iti.43",1/22/2015,MIS 2146,2/19/2015,Y,,,,Y,,,
,CS,MIS,17839,INFCE: Send Service Date/Time in DG1|5 of Syndromic Surveillance messages,Submitted,3,,"6.0S, 6.07S",,,1/22/2015,,,,,,,,Y,,
,CS,MIS,17846,Remove the Comment Column from Smoking Status/Social Hist. Section on all CCDs,Testing,3,,"6.0T, 6.07T, 6.1T, 6.13T, 6.14T, 6.15T",,MIS.XIO.ehr.build.cda.data,1/22/2015,,2/19/2015,,,,,Y,,,
,CS,MIS,17847,IMMUN: Allow optional and pointer type queries for Language,Submitted,3,,6.07S,,,1/22/2015,,,,,,,,Y,,
,CS,MIS,17851,INFCE: Provider Edits to LSS are not respecting msg generator parameters,Testing,3,,"6.0T, 6.07T",,MIS.DOC.xo.format.hl7.mpm,1/22/2015,,2/19/2015,,,,,,,,
,CS,MIS,17853,Home Care 6.1: Patient insert not working,6.1-Testing,3,,"6.1T, 6.13T, 6.14T, 6.15T",,"MIS.XIO.hl7.dispatch.filers.insync, MIS.XIO.hl7.dispatch.filers.maestro",1/22/2015,,1/15/2015,,,,,,,,
,CS,MIS,17857,CDA: Allergy coding does not support SNOMED,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,MIS.XML.UTIL.format.cda,1/22/2015,MIS 2155,1/15/2015,Y,,,,Y,,,
,CS,MIS,17883,INFCE: Inbound direct messages FAIL when sent to multiple recipients,Submitted,3,,6.07S,,,1/22/2015,,6/18/2015,,,,,Y,,,
,CS,MIS,17888,INFCE: Add Ability to Filter ITI-41 Generator Events based on Document Type,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,"MIS.XML.UTIL.xo.format.iti.41, MIS.XO.MSG.GEN.ee.xo.msg.parameters.xml.ovid",1/22/2015,MIS 2148,2/19/2015,Y,,,,Y,,,
,CS,MIS,17891,INFCE: Fix MSH|9 in ACK messages to OTher Vendor,Testing,3,,"6.0T, 6.07T, 6.1T, 6.13T, 6.14T, 6.15T",,MIS.X.DEL.TYPE.from.hl7mp,1/22/2015,,2/19/2015,,,,,,Y,,
,CS,MIS,17892,Misc Enhanced Value Set changes,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.14S, 6.15S",,,1/22/2015,,,,,,,,,,
,CS,MIS,17905,UTC/GMT Program Can Give Incorrect Times After Daylight Saving Time,Draft,3,,"6.0D, 6.07D, 6.1D, 6.13D, 6.14D, 6.15D",,MIS.XIO.utc.offset,1/22/2015,,5/21/2015,,,,,,,,
,CS,MIS,17907,Infce: Add nomenclature to internal mapping utility wrapper,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.vset.map.2.flds,1/22/2015,MIS 2134,1/15/2015,Y,,,,,,,
,CS,MIS,17920,INFCE - Allow site to define default provider for acknowledged CCD,Submitted,3,,6.07S,,,1/22/2015,,,,,,,Y,,,
,CS,MIS,17927,INFCE: Can not define MSH for M-AT ADT,6.1-Submitted,3,,"6.1S, 6.13S, 6.14S, 6.15S",,,1/22/2015,,,,,,,,,,
,CS,MIS,17932,INFCE - HC NPR hook program needs to be seperate from ADT,6.1-Testing,3,,"6.1T, 6.13C, 6.14C, 6.15C",,"MIS.TOOL.BOX.init.x.msg.type, MIS.XIO.focus.reg.to.hl7.hc",1/22/2015,,4/16/2015,,,,,,,,
,CS,MIS,17935,INFCE: MU2 CCD Interface: wizard not building ARCHIVE components correctly,6.1-Testing,3,,"6.1T, 6.15C",,MIS.XML.UTIL.cda.wizard,1/22/2015,,4/16/2015,,,,,Y,,,
,CS,MIS,17936,Cancer CDA: provider componentOf wrong address tag and code attribute value,6.1-Testing,3,,"6.1T, 6.15C",,MIS.XML.UTIL.format.cancer.cda,1/22/2015,,1/15/2015,,,,,Y,,,
,CS,MIS,17938,INFCE: CCD - Changes to Encounter Section (Textual),Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S, 6.15S",,,1/22/2015,,6/18/2015,,,,,Y,,,
,CS,MIS,17940,Update Online Help for Delivery Service Dictionary,Draft,3,Y,"6.0D, 6.07D, 6.1D, 6.13D",,,1/22/2015,,,,,,,,,,
,CS,MIS,17961,Infce: MIS Unit dictionary needs to collect new antibiotic units,Draft,3,Y,"6.0D, 6.07D, 6.1D, 6.13D, 6.14D, 6.15D",,MIS.X.UNIT.init,1/22/2015,,5/21/2015,,,,,,Y,,
,CS,MIS,17969,INFCE: Interface Group Filter messages issue within IntMan (msgs not showing),Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S",,,1/22/2015,,,,,,,,,,
,CS,MIS,17973,INFCE - Need to be able to suppress SSN from CCD,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.15S",,,1/22/2015,,,,,,,Y,,,
,CS,MIS,17984,ZMC record for the 3M HDM to ABS interface needs to be keyed,6.1-Queued,3,Y,"6.1Q, 6.14Q, 6.15Q",,MIS.XIO.x.hook.hl7.to.focus.3m.hdm,1/22/2015,,3/19/2015,,,,,,,,
,CS,MIS,17988,Create XML Parameter additions for MRI and ADM requests,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,MIS.XML.PROTO.init,1/22/2015,MIS 2149,3/19/2015,Y,,,,Y,,,
,CS,MIS,17990,Message Generator changes to support state specific MU requirements,Completed,3,,"6.0C, 6.07C, 6.1T, 6.13C, 6.14C, 6.15C",,"MIS.XO.MSG.GEN.ee.mpg.driver.gen, MIS.XO.MSG.GEN.ee.public.hlth.msg.parameters",1/22/2015,MIS 2150,1/15/2015,Y,,,,,,,
,CS,MIS,18004,INFCE: Restrictions not working for Syndromic Surveillance interface,Draft,3,,"6.0D, 6.07D",,MIS.XIO.xo.format.synd.surv.hl7,1/22/2015,,5/21/2015,,,,,,Y,,
,CS,MIS,18009,INFCE: Message Generator Restriction Only Checks First Instance of Seg Header,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S, 6.15S",,,1/22/2015,,,,,,,,,,
,CS,MIS,18013,CDA Arhive Not indexing Acct URN for Cancer CDA,6.1-Queued,3,,"6.1Q, 6.15Q",,MIS.XML.UTIL.archive.cda.guts,1/22/2015,,4/16/2015,,,,,Y,,,
,CS,MIS,18015,INFCE: Populate MSH|5 for Syndromic,Submitted,3,,"6.0S, 6.07S",,,1/22/2015,,6/18/2015,,,,,,Y,,
,CS,MIS,18019,Inbox/Outbox Message Reports Enter/Edit Screen Freezes,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S",,,1/22/2015,,,,,,,,,,
,CS,MIS,18021,Eligibility status for alternate EB codes datadef changes,Queued,3,Y,"6.0Q, 6.07Q, 6.1Q, 6.13Q, 6.14Q, 6.15Q",,MIS.EDI.ansi.271.interpret,1/22/2015,,4/15/2015,,,,,,,,
,CS,MIS,18031,Pt Monitors: retry queue not indexing/clearing properly; nil nodes,Draft,3,Y,"6.0D, 6.07D, 6.1D, 6.13D, 6.14D, 6.15D",,"MIS.XI.MSG.FILR.driver.foc.bilingual, MIS.XIO.build.ov.monitor.hl7.to.focus.link, MIS.XIO.x.hook.hl7.to.focus.oru.monitor",1/22/2015,,,,,,,,,,
,CS,MIS,18037,INFC: Building HTTP or MIME header objects does not check for inactive object,Draft,3,,"6.0D, 6.07D, 6.1D, 6.13D, 6.14D, 6.15D",,MIS.XML.UTIL.build.object.header,1/22/2015,,5/21/2015,,,,,Y,,,
,CS,MIS,18040,INFCE - Parameterize UTC Offset for Syndromic and Immunizations Interfaces,Submitted,3,,6.07S,,,1/22/2015,,,,,,,,,,
,CS,MIS,18046,Enh Query Map Dict Does Not Default Responses When Selected Value Set Empty,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S, 6.15S",,,1/22/2015,,,,,,,,,,
,CS,MIS,18048,"XML Dict: In Enter/Edit Parameters, Standard Entries Are Incorrectly Editable",Draft,3,,"6.0D, 6.07D, 6.1D, 6.13D, 6.14D, 6.15D",,MIS.XML.PARAMS.ee,1/22/2015,,6/18/2015,,,,,,,,
,CS,MIS,18052,"Add ""Footprint"" flag to M-AT Message Generator",Testing,3,Y,"6.0T, 6.07T, 6.1T, 6.14C, 6.15T",,MIS.X.DEL.TYPE.from.bilingual.mat,1/22/2015,,2/19/2015,,,,,,,,
,CS,MIS,18057,Syndromic Infce: Invalid Admit Diagnosis sent to State,Submitted,3,,"6.0S, 6.07S",,,1/22/2015,,,,,,,,Y,,
,CS,MIS,18066,INFCE - Need option to always send family history section of CCD,Submitted,3,,"6.0S, 6.07S, 6.13S, 6.14S, 6.15S",,,1/22/2015,,,,,,,Y,,,
,CS,MIS,18069,INFCE: add option for full LAB spec number to Medinet screen params,Submitted,3,,"6.0S, 6.07S, 6.1S, 6.13S, 6.14S",,,1/22/2015,,,,,,,,,,
,CS,MIS,18087,INFCE: Populate PV2|40 with Admission Level of Care - Syndromic Surveillance,Submitted,3,,"6.07S, 6.1S, 6.13S, 6.14S, 6.15S",,,1/22/2015,,,,,,,,Y,,
,CS,MIS,18088,INFCE: Format changes to Hospital Discharge Section of CCD,Submitted,3,,6.07S,,,1/22/2015,,,,,,,Y,,,
,CS,MIS,18093,"INFCE: Add ""PRELIM"",""INCOMP"" to CHOICES for LAB STATUS mapping",Draft,3,Y,"6.0D, 6.07D, 6.1D, 6.13D, 6.14D, 6.15D",,"MIS.X.DICT.MAP.ee, MIS.X.DICT.MAP.load.dict.values",1/22/2015,,6/18/2015,,,,,Y,,,
,CS,MIS,18098,MFN: User Name Sent Incorrectly In STF|4,Testing,3,,"6.0T, 6.07T, 6.1T, 6.13T, 6.14T, 6.15T",,MIS.DOC.xo.format.hl7.comp,1/22/2015,,3/19/2015,,,,,,,,
,CS,MIS,18107,INFCE: HL7 Delivery Services - Restrict Ack Text from OV to 150 characters,Submitted,3,,"6.0S, 6.06S, 6.07S, 6.1S, 6.13S",,,1/22/2015,,,,,,,,,,
C,CS,MRI,4670,NCPDP Rx Med History response msg can cause system slowness for RT Con to EMR,Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MRI.ERX.process.file.medh.ncpdp.hxres,1/22/2015,MRI 228,9/11/2012,,Y,Y,,,,,
,CS,MRI,4995,Allergy conversion can Crash M-AT with invalid user,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MRI.PAT.xi.file.hl7.alrg,1/22/2015,MRI 221,8/11/2013,,Y,Y,,,,,
R,CS,MRI,5008,ERX.XI Filer Crashing due to memory leaks - inbound ERX.M.XIO ERROR type msgs,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.15C",5,MRI.ERX.rt.cs.to.focus.file.medh,1/22/2015,MRI 240,,,Y,Y,,,,,
,CS,MRI,5021,Admit date/time saved to Service date/time for Inpatients from LSS,Completed,3,,"6.0C, 6.07C",4,MRI.PAT.xi.file.hl7.lss,1/22/2015,MRI 212,1/16/2014,,Y,Y,Y,,,,
